method,label,video_id,avg_video_prob,prediction,is_correct,group_key,family_key
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1549.4__fake,0.84415525,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1550.4__fake,0.86557660,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1551.4__fake,0.85877430,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1552.4__fake,0.88075209,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1553.4__fake,0.86659598,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1554.4__fake,0.84485990,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1555.4__fake,0.86003113,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1556.4__fake,0.84496552,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1557.4__fake,0.83267084,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1558.4__fake,0.84963435,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1559.4__fake,0.82796955,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1560.4__fake,0.82636201,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1561.4__fake,0.85865871,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1562.4__fake,0.86689979,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1563.4__fake,0.86456132,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1564.4__fake,0.89532226,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1565.4__fake,0.85373672,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1566.4__fake,0.83012342,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1567.4__fake,0.85397992,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1568.4__fake,0.87325904,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1570.4__fake,0.84917057,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1571.4__fake,0.86273742,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1572.4__fake,0.84339696,1,1,unknown_fake,unknown_fake
